Time(s),Current(A),Voltage(V),Cycle
612,8.317303805444963,52.623094494169855,3
620,10.728867442604004,52.705479345359336,3
628,-18.8820098099333,44.74089201415131,3
641,-16.84725120245305,46.80831418137977,3
649,-22.1403335503705,46.115915031720654,3
654,-21.758834302881738,44.073165948180176,3
660,-27.335771306577335,43.65900616208173,3
665,-22.206149383000845,43.95717675863135,3
670,-25.00797856193629,45.82400767632631,3
681,-29.242837689596165,46.54578233826025,3
699,-8.735186049666481,44.988380174026524,3
716,-22.381704263137387,42.81429712693289,3
733,8.440204483690257,53.93252432306713,4
750,10.595110966780824,54.48372758564088,4
762,11.311369642225886,52.65969439560529,4
774,10.01694931469795,53.89700244158139,4
789,8.26589744618909,52.322222585363804,4
803,8.687781458750978,52.17714950951373,4
811,9.354844060430569,52.931632750497535,4
816,9.618316786857594,53.742512281056484,4
834,8.169456245186753,53.44161333716733,4
846,11.06997638792994,52.77963281752093,4
858,-9.751314536139986,46.35544990605052,4
875,-24.018313308636277,47.13617315980768,4
887,-8.224475562435408,43.43146128900114,4
892,-7.040719904072187,43.31313707266557,4
902,-19.470966475661122,46.085782032961006,4
911,-23.388008340485825,47.1624296323227,4
919,-16.451281471503528,42.370538633462324,4
925,-12.210045546684103,44.32867398244296,4
933,-28.043731553697462,44.589268870119334,4
949,-11.770782318861237,43.817261787657394,4
965,10.112915746770074,54.58743999471209,5
971,11.264551001839829,53.225814298392216,5
979,10.766144635877374,54.484319721818274,5
995,,53.63231453134749,5
1004,9.584416510770783,54.56420804607,5
1012,8.282111628388355,53.97898034496834,5
1018,10.957671436878252,53.44406489266239,5
1034,10.949089493624331,53.28832270795784,5
1053,11.134874386625992,54.391747733367374,5
1067,11.55190439716692,52.72543418403391,5
1077,-7.383382298997429,44.58512911577645,5
1091,-8.454229039433322,43.21068028812143,5
1109,-7.625704913051223,45.840761945733014,5
1115,,,5
1122,-20.117431455561523,47.732562078314885,5
1130,-15.837548780893908,45.7393536398968,5
1137,-16.36854574656173,43.01013449016893,5
1144,-13.164422671418126,42.22164207621745,5
1154,-9.927848966190602,42.1931913098907,5
1166,-17.35130401455071,46.315860565429844,5
1174,11.845477261011437,52.649429564671095,6
1190,11.209586435167614,52.337651950264984,6
1205,11.215746269026278,54.29195760868125,6
1210,8.69086837840818,53.28793071987282,6
1227,11.666595150478887,52.24653495759402,6
1245,11.950385567227386,52.81394110928003,6
1261,11.725454710202266,54.28979290176356,6
1275,9.4106474042451,52.981061696513926,6
1289,11.702822207026232,53.26897325404462,6
1306,9.428867008778296,54.53080497748135,6
1314,-25.71147910989985,42.60325053857078,6
1333,-14.508665667866866,44.09994746547117,6
1352,-10.097051457377802,43.06893180222471,6
1369,-15.49200944484469,46.92760197924599,6
1378,-9.3942026352169,47.56604667043749,6
1388,-19.944325813734764,45.556053548840595,6
1405,-13.942764748393497,46.7164787574185,6
1421,-9.54729598432613,46.165436978934025,6
1429,-22.23273647088394,45.4489601455896,6
1434,-9.319580571532057,46.94103155853129,6
1443,9.22506659239318,53.30633509057748,7
1459,8.953814413998543,52.07814776224857,7
1472,11.72254463898379,54.54997830055386,7
1487,9.613748684989833,54.46356925929021,7
1502,10.499719583666757,53.92493050308698,7
1513,8.588540231559625,54.280678664762085,7
1529,9.772982950186679,54.50014824589673,7
1541,8.90518570861847,53.18265542981738,7
1559,10.362905556902955,52.42793047865394,7
1566,9.281956530873327,53.29484295910882,7
1578,-21.526828357881374,45.720884218747656,7
1586,-8.254919893326594,46.667797612108245,7
1604,-6.96830816418025,47.90401243092613,7
1621,-22.18170995570726,43.09525996785659,7
1638,-26.669571303624544,45.68009492591524,7
1656,-14.127897288774403,45.907886254203326,7
1669,-9.2122827536855,47.879604966448014,7
1680,-26.380709723403513,44.867088426012906,7
1691,-24.832700795478154,46.7380931767365,7
1701,-13.126778559878819,43.11514987515343,7
1712,9.038737051707058,53.93344020719686,8
1722,10.55102969140112,52.23353901392237,8
1739,9.163331877282264,52.82338958294303,8
1755,10.133969730858729,53.75771049021142,8
1767,9.814665549400672,53.11115297108089,8
1773,8.324622130357017,52.70294950000302,8
1788,8.468690663099247,52.835845686359974,8
1798,9.532519679663897,52.98009094617476,8
1807,10.381163939862187,54.42078271281868,8
1816,9.180658296470884,53.881244631082716,8
1830,-13.879478421901062,46.59087425782966,8
1844,-29.16040734050956,46.398268549432416,8
1862,-9.36332291868927,45.899759318603394,8
1877,-25.022977734159408,42.14528569930812,8
1882,-5.306729874803818,47.836232317457856,8
1899,-14.789437092951545,45.36700533707645,8
1918,-23.288636012598168,46.558259744037755,8
1929,-10.531567818214992,47.401648419638846,8
1936,-21.901976892022255,44.145913975941,8
1953,-24.38143953981627,44.513501428427375,8
1964,10.855778012304098,52.513243618547165,9
1977,8.690415665067656,53.93575747855193,9
1984,9.502397587991771,52.81149616937636,9
2000,10.528810199016668,53.91322206496478,9
2015,10.908683509324835,52.608969304045594,9
2034,10.599219704526824,52.4323826180174,9
2043,11.394420110696178,53.95716505683914,9
2049,11.672784240534682,52.603480601625435,9
2067,9.515956316629637,54.01131962200777,9
2078,9.643993819366866,52.212147737782765,9
2093,-15.096950027951928,47.83414901930518,9
2099,-29.761312738383026,47.64180064233974,9
2109,-8.839606720221266,47.076435771079986,9
2115,-27.955122334723665,47.661449462481826,9
2126,-27.890253560820955,44.55698035655864,9
2143,-22.29501704160943,45.51158636116944,9
2157,-15.951192045822511,47.86790707255813,9
2170,-29.342860278910347,42.19495711220211,9
2187,-28.746821883412647,45.35700881332787,9
2198,-19.7297282820552,42.72818040037292,9
2208,10.03636354376695,52.20417556800545,10
2222,11.389230706660786,52.797252302360896,10
2234,8.658485013917623,53.50522925832476,10
2244,11.250734242699973,53.143494062274165,10
2253,10.998037092645355,51.99877911413088,10
2269,9.022399166930898,53.95656782917243,10
2286,10.357664559424236,54.177137884435396,10
2300,9.416627351397953,54.068101366593275,10
2316,9.477365201434566,54.57254067509074,10
2327,9.656340767196891,54.11295676765177,10
2340,-5.748461955804583,45.28134010929395,10
2346,-8.226612229818642,47.931797303338904,10
2356,-14.736002658869374,42.741117286447505,10
2366,-19.02765690497161,45.56127870663798,10
2385,-16.450131583776404,47.11674407489604,10
2401,-10.761955866942916,42.53213823345314,10
2418,-14.062716909163255,46.12601292896086,10
2431,-26.930585439418053,45.47180377263866,10
2439,-25.54508318530824,46.86860399354763,10
2451,-13.597154165489545,43.97512897732208,10
2463,9.618749104004031,54.239246582374555,11
2477,11.07653788789493,53.215606097104825,11
2494,11.45672636632097,52.38126817375827,11
2511,9.900557522859877,53.82053153962536,11
2529,11.062771447724838,53.788039565489434,11
2538,11.32282894590478,53.51063328474345,11
2550,9.807802741139938,52.37841217288289,11
2560,10.121203634039523,53.242502708699696,11
2575,9.244080547659394,53.62824567050889,11
2589,9.126807022686469,54.234021246377274,11
2600,-23.381655415465552,44.701333225020946,11
2616,-21.859887323070964,47.06417238951462,11
2632,-11.434125916511448,46.481498211965906,11
2639,-9.44940655656417,44.30716135908848,11
2656,-12.772607727839617,42.54700262327981,11
2661,-27.646139472285178,44.94687648077965,11
2671,-5.9666035660889065,44.753774185120584,11
2679,-23.181378596142384,44.572311840783605,11
2697,-18.83584720489555,46.276931318399384,11
2702,-8.397061373585686,42.95237649517283,11
2712,11.276224785098258,53.149871944531235,12
2724,11.089663766058024,53.34456546560002,12
2730,9.89405999472735,53.48629099761081,12
2748,11.400991949409846,53.41766777668496,12
2761,9.232887184495175,52.5669528319136,12
2770,8.493663634977768,53.83694043696437,12
2786,9.237088530424804,53.325118016647004,12
2805,8.058499994098716,53.06494783047112,12
2823,10.058782655679513,53.93264937565855,12
2837,9.578421178823852,52.503579491161986,12
2852,-25.175467583697532,45.50609920698986,12
2857,-13.513919962916887,,12
2864,-24.35004259128254,44.58698399474629,12
2869,-16.45484463230251,46.24633369855721,12
2881,-25.37163186254418,45.320673813197416,12
2892,-9.510763461574125,43.10143661965829,12
2899,-8.984817550103315,45.57317138491935,12
err,-19.15251733177668,46.990426791510394,12
2927,-12.94293498437921,41.98261624076447,12
2945,-26.550053764436598,42.13506011650971,12
2955,10.02241219020668,52.1709991921279,13
2971,11.652391652283542,53.26663431479945,13
err,11.199342537647588,52.085500933136835,13
2996,,53.71444660842101,13
3001,11.667763467043557,52.695786255328976,13
3006,,53.981437405465755,13
3020,9.21101230034091,52.56326467941882,13
3026,9.545922995845697,53.317785803317626,13
3045,11.234071412493728,52.270841969850984,13
3051,9.58806563635704,53.74615470537494,13
3061,-13.617473112690185,44.80426505299528,13
3069,-27.214299021867674,44.91629291143284,13
3076,-5.733166912665737,43.202175989441045,13
3081,-24.31539856708906,46.307377623377114,13
err,-10.744539197072033,43.260010019965065,13
3114,-13.249894987847625,43.82034915751598,13
3129,-26.700523606593038,43.33926442271037,13
3148,-11.98661971501182,45.65199482587856,13
3157,-21.762607587510722,42.81902751008631,13
3172,-15.182297493720332,47.91809931500994,13
3188,9.540353749370102,53.355657406054526,14
3205,10.134648330207414,53.94305137788651,14
3218,9.256674122367055,54.2348779064506,14
3230,11.067870520322035,53.072497348808156,14
3236,10.68886682192404,52.06272137875611,14
3245,9.166036405353719,52.959179963095316,14
3259,10.459130456119656,53.78188389277312,14
3276,9.257110245765173,54.2117006931421,14
3295,11.91301827613768,53.032860879496326,14
3303,9.528375296322467,52.27682487264842,14
3314,-20.589518528731592,43.88995930297168,14
3329,-18.46513195539682,45.245479924397706,14
3346,-11.311342103457239,47.10352437857435,14
3358,-14.821746279123527,44.148567202484905,14
3364,-21.331561103904797,43.726458768611565,14
3369,-21.61708253580761,47.79013286945608,14
3376,-29.9880877464745,43.346703788476354,14
3388,-22.282633618793735,44.92156959921353,14
3405,-9.393315402270588,44.344984793155696,14
3410,-14.96377328553584,42.29536872867178,14
3415,,54.397765934390435,15
3432,8.029344372878315,53.38322880615492,15
3446,11.177025059333555,52.7826471621129,15
3465,11.737582640229146,52.87328724901802,15
3478,8.979033643008021,52.48576126604863,15
3485,10.784680535064705,51.9876301882516,15
3490,11.928516776218931,54.26752796933951,15
3506,8.194965219826399,52.25803044712414,15
3516,10.52296010722467,53.15185999271812,15
3526,11.415784918904908,52.793203266121424,15
3531,-22.48242532026967,43.3175995285742,15
3545,-8.596237269435985,43.74716198762207,15
3561,-26.477687416544583,45.45892851308631,15
3576,-20.48108664127126,46.24088801593881,15
3581,-15.014579175761023,42.81495953905493,15
3594,-22.821427786089743,44.523964122244806,15
3603,-10.202409317805706,47.391898856488424,15
3613,,45.03279341137236,15
3630,-10.19404147627456,47.56316850543403,15
3646,-20.599353441467233,47.9149173900942,15
3664,9.362325879346038,54.02312629762522,16
3670,9.133615208780672,52.86235440728047,16
3688,9.200699924928202,53.760902004264025,16
3707,,54.02142812953083,16
3722,8.476451662909529,53.75574309813864,16
3731,8.51590435031579,53.59043577256929,16
3736,8.747977041703548,52.25577910536994,16
3748,8.567256400320131,53.41320213557263,16
3765,11.373557095443715,54.33756783686835,16
3780,10.325697610608804,53.99547323631495,16
3787,-5.146611047921205,47.13446272333777,16
3792,-9.032560032365303,45.01726087834284,16
3811,-5.367322998412465,44.92615157355315,16
3830,-14.77896553631663,46.51449250685123,16
3849,-6.660191423208552,47.741167501184066,16
3867,-16.341252711874766,46.38029786570951,16
3875,,46.0166457786513,16
3889,-27.937144747045714,43.2188534323655,16
3907,-20.53082299280546,46.800924972614546,16
3920,-13.399735294100928,44.623775343123995,16
3928,8.469112864134058,52.0585789521127,17
3940,10.429871124608775,54.358970926974905,17
3946,10.188992035497046,52.08054278840633,17
3961,9.025257751481305,53.5262329639647,17
3966,11.067047568844943,53.96427848450905,17
3972,11.991677618429485,,17
3988,10.12936691100083,52.90941002312072,17
4004,8.707589201163707,52.171657556487354,17
4013,10.49716178067776,52.18866104283316,17
4024,10.174359805381124,53.540543871889916,17
4042,-27.524890950899756,45.98768669017704,17
4058,-27.56635438972963,41.99193204255099,17
4064,-19.17565724445423,45.60281445199151,17
4082,-12.635308090227213,47.072774233882555,17
4101,-19.865710604961492,43.96785477384557,17
4120,-21.056035992749635,44.35683614055106,17
4137,-16.779438571173007,43.309983311680135,17
4153,-12.916009854738075,43.35590008180373,17
4170,-6.119051884514015,42.01075262545648,17
4175,-21.236894434003453,45.84303471193568,17
4181,11.908021495047068,52.86426984739918,18
4196,11.062508248441898,54.42929784506305,18
4211,8.566897875802434,52.15816019376652,18
4216,9.422072680445453,52.28262795471606,18
4233,10.493297157132995,52.03712959355218,18
4249,9.713054211015304,54.06813822894743,18
4255,9.159716717582437,52.98268408926676,18
4268,10.717330115601701,52.3139086008807,18
4277,9.421312262268085,52.854576796147896,18
4296,8.898673602259171,52.283356260371015,18
4302,-9.059688409977994,47.14064849128341,18
4313,-19.64785107078186,42.88342158830282,18
4326,-25.965751468920086,47.0186564028847,18
4336,-11.204683132901593,44.1951628396233,18
4343,-5.585014510707921,47.335469705416024,18
4360,-20.87505392852644,43.27928178435371,18
4369,-13.050054170636486,46.87334319046156,18
4386,-27.301373211862536,46.17940476851377,18
4398,-28.781455989413853,42.62134059278889,18
4407,-25.326190699287494,44.35268499426544,18
4423,9.623745196922108,53.178074113028096,19
4429,11.589616776575525,53.82580654557066,19
4436,11.016552722458652,53.90954453923863,19
4449,9.785361798970275,54.04002243684933,19
4459,9.298490108401833,54.521340417135825,19
4466,9.340163087365884,52.74320444617097,19
4480,11.61063368093575,52.85941843634012,19
4491,11.716490385984645,53.9025827549938,19
4498,8.547937673813475,53.7318493049341,19
4508,9.289238220654942,52.82848041954663,19
4520,,46.33234248360889,19
4532,-10.402256252283703,47.33317071490673,19
4542,-22.626611897081375,45.26120834454129,19
4552,-18.348558357448095,44.11711242867203,19
4563,-22.212630945831386,42.43527196346325,19
4581,-21.586728257484417,44.50486463893461,19
4586,-21.925568268602802,44.274243047460445,19
err,-11.822134896898007,44.89994854604059,19
4612,-18.764320437733268,44.19024928132632,19
4631,-28.38187291993523,42.58532959240098,19
4640,11.203499852162668,53.61762739105176,20
4659,,53.53475921683697,20
4670,9.43976648104995,53.32692196793841,20
4688,9.596518594564666,52.28093610095495,20
4695,9.510727470828488,52.28877190114367,20
4712,10.43826066558011,54.255511534704105,20
4723,11.211998704825447,51.97729117137112,20
4736,11.862046094311227,53.588732423111836,20
4754,8.278702068030151,54.08634368702832,20
4770,10.116186318952723,53.58183437827561,20
4786,-15.846543457116864,46.89234030765021,20
4798,-5.749531426271581,47.092134201055785,20
4803,-18.116153385637777,46.35443198582367,20
4822,-21.311331011705708,45.0747618005955,20
4839,-13.7854912944923,43.43654772195988,20
4849,-17.609756007865276,45.57512262900639,20
4862,-8.613407959281428,44.2945298486594,20
4880,-22.408351876954356,42.80440740650167,20
4894,-23.18681917857174,47.05175715616491,20
4911,-23.813188412779343,43.2409275874704,20
4923,10.972582809504793,52.50896820573125,21
err,9.545692120753515,52.32578836048069,21
4954,11.977111069354983,53.934903774497734,21
4965,8.222768579245564,52.961096025579515,21
4984,9.220855062436735,52.25421336122323,21
4991,9.716481167637202,54.53902834397095,21
5001,9.325301821078448,52.50399565183488,21
5012,9.75554099781705,53.856233613023356,21
5018,10.346265340983074,52.65127809846531,21
5037,8.664117253725674,52.84924566392509,21
5051,-10.520443043378055,42.70770037934635,21
5059,-5.583339585667318,46.37364986953471,21
5068,-18.077285931938476,46.45552432444925,21
5073,-8.466263575543309,42.982207409864415,21
5081,-12.11198373420519,44.49040897673906,21
5091,-10.031960301652099,42.970663486087346,21
5102,-11.445263361440947,46.50770984959107,21
5111,-7.917490238224456,42.00944029561684,21
5116,-24.186409763518135,44.26002705851798,21
5125,,43.238964029569765,21
5131,11.964228798909739,52.343180506065025,22
5141,8.496131814931182,53.45587828972891,22
5148,10.262301463537197,53.68275220319379,22
5164,9.552797144491414,54.0819009454684,22
5180,8.868790895326958,53.43015387547616,22
5189,9.599404460350879,53.263036439926225,22
5202,11.122756442928651,53.833017991082585,22
5220,8.322015065268925,53.06233483351353,22
5236,8.234268488516149,54.27355700751075,22
5254,10.043882000948955,,22
5266,-23.536004992720745,44.85458815848578,22
5276,-12.67400161685514,47.37869319463717,22
5288,-8.992856501739052,46.482232244445726,22
5298,-9.964849637136279,42.44996723126119,22
5317,-28.66786143857319,44.2681589506447,22
err,-10.7561121191318,,22
5337,-21.072453594985227,45.97221201252778,22
5348,-9.078590956848252,43.072092210961635,22
5366,-23.127417762842594,47.508099341329405,22
5373,-19.613632093678603,43.3742151606803,22
5381,11.965199366759574,53.93424964838125,23
5400,10.925087210570183,54.06899449360525,23
5406,8.370296767375809,52.166405797701955,23
5412,10.675936968030841,52.45026988442357,23
5425,10.488178301203074,52.64412310451775,23
5434,8.020818924160668,54.06064006237674,23
5449,8.81464762865399,53.784210495213614,23
5456,10.494340566694708,53.018875288359695,23
5472,10.883265829367158,52.26492618068855,23
5488,8.201114222056852,52.881040780537184,23
5494,-22.2761429422314,46.96926772158391,23
5509,-16.944388702958467,47.875371543507974,23
5521,-28.453887885951815,44.93895910797004,23
5526,-14.906917546963959,46.189802510372786,23
5539,-23.171679541684767,43.8998117001802,23
5557,-29.617187823590996,46.39454322889607,23
5570,-21.241067587067768,43.316865365147684,23
5587,-8.843474248537817,43.496876204392,23
5593,-13.75002205532861,44.12128869485208,23
5600,-16.570548248721586,47.098456546933626,23
5608,8.194814660027959,52.91285334888758,24
5625,9.106970461967183,52.06042385714335,24
5630,10.682275618785738,52.85732135038525,24
5645,8.296834608969094,53.45463986617247,24
5651,8.732994539296007,54.42424938508698,24
5667,11.147196237197253,52.7765164241692,24
5673,11.384157339287505,53.2878944953211,24
5683,9.653668507406172,52.98621575384537,24
5693,10.755128780844236,53.65834863671003,24
5704,9.116303977722213,53.55227412473415,24
5709,-8.653386547016453,46.53538777013091,24
5723,-14.369323881803737,46.8655033026888,24
5739,-15.385980149509514,46.214369056815315,24
5747,-25.587241562754556,46.040342707783964,24
5763,-28.495392722840634,44.18801032366081,24
5770,-16.623242247088204,45.80296147063603,24
5779,-10.766979696533543,46.45488462433468,24
5786,-27.797374234120394,43.480838682031354,24
5799,,43.33311083210111,24
5814,-22.26507024304423,44.530248637275996,24
5833,9.268134170477534,53.32039957255037,25
5842,8.169417170988341,54.13827308407442,25
5856,8.00855638138581,53.7804880094796,25
5861,10.592034070566777,54.277631590519654,25
5876,10.804210013300322,54.040511885473116,25
5881,10.090382555275408,54.45054565128304,25
5900,10.388530242483542,54.055327786865504,25
5915,9.398352742486292,54.359312297130195,25
5933,8.39372850034393,52.27628047357232,25
5940,8.336319291900647,52.197443606170545,25
5951,-18.01660830678066,44.34489575723661,25
5968,-14.645663346049794,45.13480269542096,25
5976,-28.070418056283735,42.76274043108916,25
5990,-13.767146515084601,42.64187335097313,25
6007,-27.50243296653886,46.55600272290499,25
6017,-19.452296009179072,46.64692836307454,25
6026,-20.058839087088558,45.23589159429428,25
6044,-9.927063454121448,45.77395888879519,25
6055,-16.89974239402091,42.39844743656336,25
6069,-22.82792052736676,43.86879351943131,25
6083,10.024712151419816,52.283418451229664,26
6097,8.949448920025963,53.69624727209974,26
6106,8.087649769432936,53.062200358463095,26
6119,9.747295022903392,53.4821943934532,26
6136,8.816628256567187,52.44725977823048,26
6143,11.592183550017946,53.86289615713425,26
6152,8.468586866091982,53.18421674345914,26
6163,8.988580227322107,54.00788914290813,26
6173,10.275558209740858,53.47627382967724,26
6189,11.349432094188538,54.473711179348804,26
6197,-15.324286698035637,46.90785817784789,26
err,-29.361896855675194,47.24129581531083,26
6214,-18.71394018826303,44.916178769212536,26
6225,-7.2462721913496395,45.758018198282066,26
6244,-9.161083405136623,45.34667565188847,26
6263,-22.462434940956488,44.1140580419911,26
6272,-15.314766048712029,43.645075460585026,26
6280,-12.18663053016196,46.98319160575291,26
6287,-29.693514091400996,43.97611745773815,26
6304,-9.901689011587347,43.20235413418363,26
6314,8.926081819568942,53.12244854997006,27
6328,10.28296967522305,53.8887918398655,27
6347,8.541281523001627,52.93432967837425,27
6359,10.783953371492997,54.29819981052171,27
6369,9.970222942641634,54.47742102811086,27
6382,,54.10141635017608,27
6398,10.938242817329787,53.30416700208776,27
6413,11.423485181887948,53.92879280357987,27
6423,,52.22320173738639,27
6430,9.419003134462711,54.30726374415526,27
6435,-16.07318509723781,44.1954600297059,27
err,-6.351924627650842,42.08224851444689,27
6457,-29.014426633758777,47.26536852599302,27
6464,-8.4980523674969,42.35776115319382,27
6471,-15.400356635268002,42.319196063761005,27
6486,-23.84964351853013,42.16335769413257,27
6495,-22.108631752946796,46.191476211783005,27
6503,-13.787252387478013,45.66342512904749,27
6512,-12.091588216047924,46.873680105058554,27
6525,-17.52881944616765,45.301071582483075,27
6537,11.179356852800417,52.407756690039996,28
6552,9.963626754826153,53.020028553085986,28
6567,11.53116980319238,53.93071678282255,28
6572,9.016342102137436,53.30989375089207,28
6579,8.660120525477886,52.39821284099354,28
6591,9.013505844642019,53.94115821912858,28
6604,,53.369628615289216,28
6619,10.494045546670463,53.310726362276974,28
6632,11.5374339680568,53.86740730134809,28
6650,8.455052923039295,53.555063561682466,28
6659,-6.576886175007271,47.53090595076691,28
6664,-5.16523727776827,45.33999437939449,28
6673,-29.82476154237169,46.875184138304945,28
6679,-20.90559112994449,46.93867843230778,28
6691,-13.759680047823107,45.37970972054497,28
6700,-19.751911318794168,45.43489802750165,28
6717,-24.04023822606895,45.4391608949945,28
6735,-25.585300705279064,,28
6749,-29.553277950551593,45.97401437396584,28
6754,-6.172539330552709,41.95938399564346,28
6760,9.770593796440995,53.98330804043204,29
6765,10.775235650558912,52.4613423269289,29
6780,9.002018674939034,53.8698756507999,29
6791,8.880698396758696,54.17373687561897,29
6810,8.832216011081023,52.6008756577106,29
6817,8.629259866733566,54.527931988831284,29
6822,8.881601742579484,53.23783491465492,29
6829,11.903003664410047,54.29730897160988,29
6838,9.814911951198273,54.234580475427734,29
6847,10.189011266199305,51.997755881150695,29
6853,-16.823603081740504,47.80039445121238,29
6868,-9.947354197186751,44.328719441200825,29
6873,-19.726375580378047,46.387688252750365,29
6878,-26.373563100936273,45.85014036409682,29
6885,-7.100711287061092,46.47845410890519,29
6893,-21.027026275671115,42.71131044260314,29
err,-7.720731341944198,45.730724542654414,29
6916,-25.452935039008615,43.65346784380227,29
6933,-26.299096495339768,47.27040031067174,29
6947,-26.73426208985436,47.16052504558858,29
6955,11.568020248266315,52.406128417844855,30
6965,8.813737075485006,52.36299438304077,30
6976,,53.114541311102876,30
6994,10.355861970831718,53.20896377760888,30
7007,10.844079371036006,52.565004558581784,30
7024,9.324149642689113,53.396969362861924,30
7035,9.320976040403822,54.506366977245676,30
7047,11.871127521686262,53.189538450889934,30
7064,10.228962940998635,53.14219563395322,30
7072,11.161488415091577,53.30027081834451,30
7088,-23.14480296754821,43.43181533277675,30
7101,-25.067746378211858,44.6303802064547,30
7117,-27.398368161362406,43.931361637821446,30
7127,-16.923792259413574,43.988658580669735,30
7138,-29.771975266003878,45.990858071721526,30
7155,-9.198228479343978,46.515140889002815,30
7164,-25.830518027283944,43.718494395471716,30
7171,-27.772005835164794,42.268338809227934,30
7189,-18.468811483161353,45.81687342878303,30
7201,-21.348794583095803,43.14718975405933,30
7215,8.17499678243713,52.98641715558717,31
7226,11.240780080031016,54.049883689272704,31
7241,10.134656241011136,53.85706544197372,31
7256,11.394135309473393,53.83056589334251,31
7269,8.683683398130878,52.07552601277563,31
7280,8.979202273818723,53.526654976489404,31
7295,10.061365949444218,53.91491661859449,31
7301,8.998648513357772,54.16882093803942,31
7306,11.32767357749802,52.74664704816193,31
7318,10.217345260843,54.49250712188781,31
7329,-20.191403749750048,47.349293966522815,31
7342,-6.3498680914258046,43.116340876466396,31
7352,-13.745140146920576,43.30537483544958,31
7361,-26.905861035638928,44.35848917949336,31
err,-6.790994372338243,47.24363904183557,31
7399,-22.500156049641443,41.98089705249206,31
7407,-17.201411301353787,45.80996688699603,31
7412,-10.817036088763512,45.20896487432257,31
7424,-9.905193871658085,46.522082402144974,31
7443,-12.96925905346506,42.77232404864097,31
7460,8.651928750619557,54.40400805628382,32
7477,9.52886494543248,52.66182230271282,32
7486,9.120912575765173,54.271868932041556,32
7491,10.36986286731205,53.71227197107878,32
7504,8.980738328480923,52.849285847091544,32
7519,11.231827236991354,53.311530571097755,32
7529,8.027326138669494,52.26507867298108,32
7545,8.448221263051167,53.70181614536151,32
7550,11.602081227162387,52.43978702060282,32
7567,10.600657837610608,51.999277636212675,32
7579,-5.454743778246055,44.59019967261531,32
7595,-9.343051799252088,43.386832141884035,32
7610,-27.26252773564119,47.590816581513444,32
7620,-23.41366690735877,43.901034862356404,32
7637,-26.19459459079532,46.06963733605597,32
7643,-12.136841463846388,46.98383844826228,32
7653,-18.674599270450983,42.865279654605295,32
7667,-8.545624043951417,46.430157513830885,32
7676,-27.780026667243597,42.77993494832943,32
7682,-18.516690545766323,43.03046855215691,32
7696,11.159034137397484,53.1731559902376,33
7707,9.682862492387319,52.913014492156215,33
7722,10.41724843286752,52.28641834376415,33
err,9.925337436020474,54.1141393796813,33
7743,11.457237409744717,54.23006749518266,33
7759,8.967280039273005,52.14827125656775,33
7772,9.320853222480254,53.43427806258387,33
7782,11.113989561799594,53.84743427865797,33
7796,8.623638780515618,53.58622487542145,33
7815,11.846182127869762,52.264830918732855,33
7824,-22.853876111987468,43.398924945603106,33
7842,-7.991129416563968,47.30125640270694,33
7853,-22.46206015268445,43.37322743158653,33
7858,-7.771595599002623,44.65061553062633,33
7869,-16.014753401515435,45.80961932968787,33
7876,-9.870165060090859,46.20236455749726,33
7891,-20.94072123630053,43.97483060972368,33
7909,-21.761718866119992,44.58697560201334,33
7917,-26.67244931697843,43.60200136433298,33
